title,lokasi,harga,kamar_tidur,luas_bangunan_m2,luas_tanah_m2
FOR SALE RADIO DALAM HOME OFFICE AKSES MUDAH,"Radio Dalam, Jakarta Selatan",Rp13.500.000.000,3,700 m²,350 m²
FOR SALE PONDOK INDAH BRAND NEW HOUSE,"Pondok Indah, Jakarta Selatan",Rp9.900.000.000,3,392 m²,140 m²
"Dijual Rumah Satu Lantai, Dalam Komplek","Pesanggrahan, Jakarta Selatan",Rp3.000.000.000,4,178 m²,200 m²
Dijual Rumah Di Taman Palem Lestari,"Cengkareng Barat, Jakarta Barat",Rp6.500.000.000,7,525 m²,200 m²
Rumah 2 lantai dalam cluster,"Jagakarsa, Jakarta Selatan",Rp2.200.000.000,4,180 m²,90 m²
BUKIT GOLF PONDOK INDAH,"Cilandak, Jakarta Selatan",Rp280.000.000.000,7,1200 m²,1600 m²
JUAL RUMAH 2LANTAI DI PERUM PONDOK KELAPA,"Pondok Kelapa, Jakarta Timur",Rp3.900.000.000,3,200 m²,141 m²
Expert Project Garden Exclusive-Rumah Cantik Mewah di Jakarta Timur,"Cakung, Jakarta Timur",Rp3.324.000.000,4,115 m²,120 m²
DiJual  Rumah di Komplek Pati TNI AD,Jakarta Timur,Rp10.000.000.000,6,657 m²,200 m²
Rumah Strategis di Jakarta Selatan,Jakarta Selatan,Rp1.750.000.000,4,100 m²,137 m²
Dijual Cepat Suasana nyaman dan Fasilitas Lengkap,"Cilandak, Jakarta Selatan",Rp2.975.000.000,3,106 m²,90 m²
Dijual Cepat Rumah Daan Mogot Siap Huni,"Daan Mogot, Jakarta Barat",Rp2.850.000.000,4,160 m²,120 m²
"Jl.Wijaya 1, Kebayoran baru, Jakarta Selatan. Lokasi daerah Komersial","Kebayoran Baru, Jakarta Selatan",Rp25.000.000.000,6,300 m²,424 m²
Dijual Tempat Usaha Lt 688 strategis jalan raya Matraman Jakarta Pusat,"Matraman, Jakarta Timur",Rp39.500.000.000,5,300 m²,688 m²
Rumah Cantik SHM 2 lt. siap huni Perumahan Taman Alfa Joglo JakBar,"Joglo, Jakarta Barat",Rp2.300.000.000,4,180 m²,114 m²
For Sale Rumah Murah 12 M/sbrang Mall Kelapa Gading Jakarta Utara,"Kelapa Gading, Jakarta Utara",Rp12.000.000.000,5,420 m²,273 m²
Abdi Gunsa Estate - Rumah 1M-an di Jakarta Pusat,"Gunung Sahari Utara, Jakarta Pusat",Rp1.249.000.000,3,90 m²,26 m²
Dijual Rumah Lux dgn posisi Hoek Kelapa Gading Jakarta Utara,"Kelapa Gading, Jakarta Utara",Rp11.500.000.000,5,500 m²,377 m²
"Grand Jura, New House 3 Lantai Dengan Priv Pool Di Jaktim","Cakung, Jakarta Timur",Rp2.800.000.000,3,88 m²,112 m²
Rumah Rapi dan siap huni,"Sunter, Jakarta Utara",Rp3.200.000.000,4,252 m²,96 m²
"Jalan 2 Mobil, Bbs Banjir - Rumah Kelapa Gading Dijual - NEGO","Kelapa Gading Timur, Jakarta Utara",Rp2.700.000.000,4,122 m²,102 m²
Dijual Cepat Rumah Daan Mogot Siap Huni,"Daan Mogot, Jakarta Barat",Rp2.850.000.000,4,160 m²,120 m²
Rumah 2 lantai dalam cluster,"Jagakarsa, Jakarta Selatan",Rp2.200.000.000,4,180 m²,90 m²
Dijual Rumah Di Taman Palem Lestari,"Cengkareng Barat, Jakarta Barat",Rp6.500.000.000,7,525 m²,200 m²
"Dijual Rumah Satu Lantai, Dalam Komplek","Pesanggrahan, Jakarta Selatan",Rp3.000.000.000,4,178 m²,200 m²
Dijual Cepat Suasana nyaman dan Fasilitas Lengkap,"Cilandak, Jakarta Selatan",Rp2.975.000.000,3,106 m²,90 m²
BUKIT GOLF PONDOK INDAH,"Cilandak, Jakarta Selatan",Rp280.000.000.000,7,1200 m²,1600 m²
JUAL RUMAH 2LANTAI DI PERUM PONDOK KELAPA,"Pondok Kelapa, Jakarta Timur",Rp3.900.000.000,3,200 m²,141 m²
"Taman Dijual Di Palem, Cluster, Depan taman, lingkungan nyaman",Jakarta Barat,Rp6.150.000.000,5,340 m²,219 m²
"Rumah Di Jual Di Citra Garden 6, Rumah baru, Cluster lingkungan nyaman",Jakarta Barat,Rp6.500.000.000,5,302 m²,143 m²
dijual rumah katamaran indah 2 lantai UK 8x26m² full furnish,"Pantai Indah Kapuk, Jakarta Utara",Rp6.800.000.000,4,208 m²,336 m²
"Grand Jura, New House 3 Lantai Dengan Priv Pool Di Jaktim","Cakung, Jakarta Timur",Rp2.800.000.000,3,88 m²,112 m²
Rumah Rapi dan siap huni,"Sunter, Jakarta Utara",Rp3.200.000.000,4,252 m²,96 m²
Dijual Rumah Bagus Dekat Pintu Toll di Cempaka Putih,"Cempaka Putih, Jakarta Pusat",Rp10.500.000.000,5,460 m²,400 m²
"Dijual rumah pantai indah kapuk 2, ukuran 6 x 15, 3m, termurah","Pantai Indah Kapuk, Jakarta Utara",Rp3.000.000.000,2,110 m²,90 m²
"Dijual rumah di metland cakung jakarta timur, rmh baru semi furnish","Ujung Menteng, Jakarta Timur",Rp1.895.000.000,3,100 m²,90 m²
"Dijual di Daerah Ampera, Hunian Idaman dan Peluang Bisnis Menguntungka","Ampera, Jakarta Selatan",Rp15.000.000.000,3,500 m²,327 m²
RUMAH CLUSTER JAKARTA SELATAN DEKAT STASIUN TANJUNG BARAT,"Pejaten Timur, Jakarta Selatan",Rp1.100.000.000,3,50 m²,43 m²
"Rumah Mewah 2 Lantai Sudah SHM di Simprug, Jakarta Selatan","Kebayoran Lama, Jakarta Selatan",Rp35.000.000.000,10,1200 m²,688 m²
S607.New Cluster Modern 1 Lt Termurah Di Jagakarsa ada taman Belakang,"Jagakarsa, Jakarta Selatan",Rp850.000.000,2,45 m²,62 m²
Turun Harga View Golf Rumah Mewah 12x30 3lantai Golf Island Termurah,"Pantai Indah Kapuk, Jakarta Utara",Rp18.500.000.000,4,444 m²,360 m²
RUMAH SCANDINAVIAN JAKARTA TIMUR AKSES DILALUI JALUR ANGKOT T15,"Cipayung, Jakarta Timur",Rp1.200.000.000,3,75 m²,95 m²
Dijual Rumah Perumahan Metland Ujung Menteng Cakung Jakarta,"Ujung Menteng, Jakarta Timur",Rp1.600.000.000,5,115 m²,90 m²
"For sale Luxurious house, Kemang timur, Jaksel (ak, jp, lp, ff)",Jakarta Selatan,Rp9.000.000.000,5,750 m²,500 m²
Dijual Rumah Apik di Kembangan Joglo,"Joglo, Jakarta Barat",Rp8.750.000.000,6,258 m²,575 m²
Rumah tua pinang raya rawamangun jakarta timur,"Rawamangun, Jakarta Timur",Rp4.500.000.000,5,140 m²,162 m²
Dijual Rumah Bagus,"Gandaria, Jakarta Selatan",Rp18.000.000.000,3,250 m²,350 m²
Cipete - Dalam Cluster,"Cilandak, Jakarta Selatan",Rp6.500.000.000,4,350 m²,180 m²
"RUMAH MINIMALIS JAKARTA TIMUR 1,4KM STASIUN LRT CIRACAS","Ciracas, Jakarta Timur",Rp800.000.000,3,54 m²,48 m²
Dijual Rumah Asri Mewah di Pik Mediterania Boulevard,"Pantai Indah Kapuk, Jakarta Utara",Rp48.000.000.000,6,800 m²,1100 m²
"For sale Luxurious home Jagakarsa (AK, JP, LP, FR)","Jagakarsa, Jakarta Selatan",Rp8.500.000.000,4,550 m²,200 m²
Jual rumah modern Jl Pulo Nangka Timur Jkt Timur,"Kayu Putih, Jakarta Timur",Rp5.500.000.000,4,300 m²,196 m²
FOR SALE PATRA KUNINGAN,"Kuningan, Jakarta Selatan",Rp28.000.000.000,4,400 m²,400 m²
Rumah dekat joglo jakarta barat,"Joglo, Jakarta Barat",Rp2.850.000.000,3,90 m²,107 m²
"DI JUAL RUMAH 3 LANTAI BONUS PRIVATE POOL,10 MENIT DARI KELAPA GADING","Ujung Menteng, Jakarta Timur",Rp2.700.000.000,4,88 m²,112 m²
Dijual Rumah Cantik Siap Huni Lingkungan Asri,"Cakung, Jakarta Timur",Rp1.600.000.000,5,180 m²,90 m²
Alternatif Cibubur Dekat Tol Rumah Terawat Siap Huni,"Cibubur, Jakarta Timur",Rp1.350.000.000,4,107 m²,102 m²
Rumah asri di dalam cluster di Lebak Bulus,"Lebak Bulus, Jakarta Selatan",Rp7.000.000.000,7,401 m²,170 m²
DIJUAL CEPAT RUMAH minimalis di Metland Cibubur NEGO SAMPAI DEAL,"Cibubur, Jakarta Timur",Rp600.000.000,2,72 m²,90 m²
DIJUAL RUMAH FULL FURNISHED RAPIH SIAP HUNI,"Pantai Indah Kapuk, Jakarta Utara",Rp2.300.000.000,3,75 m²,48 m²
DIJUAL RUKAN CEPAT MURAH RUKAN SUNTER BAGUS & STRATEGIS,"Sunter, Jakarta Utara",Rp18.500.000.000,12,500 m²,226 m²
Jual Rumah 2Lantai Cluster Alamanda Jakarta Garden City,"Cakung Timur, Jakarta Timur",Rp2.150.000.000,4,120 m²,120 m²
Di Jual rumah brand new di Alteri Pondok Indah,"Pondok Indah, Jakarta Selatan",Rp11.000.000.000,6,500 m²,370 m²
FOR SALE CIPETE AMERICAN CLASSIC HOUSE DALAM KOMPLEK,"Cipete, Jakarta Selatan",Rp17.800.000.000,4,643 m²,696 m²
FOR SALE RADIO DALAM HOME OFFICE AKSES MUDAH,"Radio Dalam, Jakarta Selatan",Rp13.500.000.000,3,700 m²,350 m²
FOR SALE PONDOK INDAH BRAND NEW HOUSE,"Pondok Indah, Jakarta Selatan",Rp9.900.000.000,3,392 m²,140 m²
FOR SALE KEBAYORAN LAMA - PERMATA HIJAU II DALAM KOMPLEK,"Kebayoran Lama, Jakarta Selatan",Rp5.900.000.000,3,192 m²,171 m²
Abdi Gunsa Estate - Rumah 1M-an di Jakarta Pusat,"Gunung Sahari Utara, Jakarta Pusat",Rp1.249.000.000,3,90 m²,26 m²
Rumah Mewah American Classic Dalam Komplek,"Jagakarsa, Jakarta Selatan",Rp2.100.000.000,3,147 m²,72 m²
"RUMAH BRAND NEW 3.5 LANTAI ADA ROOF TOP, EKSLUSIVE - BINTARO. JAKSEL","Pesanggrahan, Jakarta Selatan",Rp5.800.000.000,4,246 m²,120 m²
Dijual Rumah Mardani Jakarta Pusat,Jakarta Pusat,Rp8.500.000.000,5,390 m²,550 m²
"Dijual Rumah di Daerah Kebayoran Baru, Jakarta Selatan","Kebayoran Baru, Jakarta Selatan",Rp38.000.000.000,3,360 m²,599 m²
Hunian minimalis di bambu apus Jakarta Timur,Jakarta Timur,Rp650.000.000,3,45 m²,60 m²
Rumah Cantik SHM 2 lt. siap huni Perumahan Taman Alfa Joglo JakBar,"Joglo, Jakarta Barat",Rp2.300.000.000,4,180 m²,114 m²
Dijual Tempat Usaha Lt 688 strategis jalan raya Matraman Jakarta Pusat,"Matraman, Jakarta Timur",Rp39.500.000.000,5,300 m²,688 m²
For Sale Rumah Murah 12 M/sbrang Mall Kelapa Gading Jakarta Utara,"Kelapa Gading, Jakarta Utara",Rp12.000.000.000,5,420 m²,273 m²
Dijual Rumah Lux dgn posisi Hoek Kelapa Gading Jakarta Utara,"Kelapa Gading, Jakarta Utara",Rp11.500.000.000,5,500 m²,377 m²
Dijual Rumah 2 Lantai Hoek Cempaka Putih Tengah Jakarta Pusat,"Cempaka Putih, Jakarta Pusat",Rp4.598.000.000,5,150 m²,209 m²
RUMAH ASRI KRAMAT KWITANG SENEN JAKARTA PUSAT,"Kwitang, Jakarta Pusat",Rp17.500.000.000,10,400 m²,595 m²
Hook Murah 705m2 Hitung Tanah aja,"Duren Tiga, Jakarta Selatan",Rp16.000.000.000,4,420 m²,705 m²
DIJUAL RUMAH DI JAKARTA UTARA,"Pegangsaan Dua, Jakarta Utara",Rp2.000.000.000,4,94 m²,165 m²
Rumah Harga Nego di Citra Garden 5 Bebas Banjir Bisa KPR J-19665,"Kalideres, Jakarta Barat",Rp2.680.000.000,4,135 m²,120 m²
Rumah Baru 2 lantai di jl.karya lubang buaya - Jakarta timur,"Lubang Buaya, Jakarta Timur",Rp1.200.000.000,3,85 m²,84 m²
"rumah 2 Lantai, di Kebayoran Baru","Kebayoran Baru, Jakarta Selatan",Rp7.500.000.000,3,125 m²,107 m²
Jual Rumah di Pondok Kelapa Duren Sawit Baru,Jakarta Timur,Rp1.581.920.000,3,77 m²,63 m²
Jual Rumah di Pondok Kelapa 2 Lantai Baru Murah,Jakarta Timur,Rp1.581.920.000,3,77 m²,63 m²
Jual Rumah di Pondok Kelapa Jakarta Timur 2Lantai,Jakarta Timur,Rp1.661.440.000,3,77 m²,68 m²
"Rumah Mediterania Boulevard Pik luas 250m2 Hrg 10,5M hadap utara","Pantai Indah Kapuk, Jakarta Utara",Rp10.500.000.000,4,600 m²,250 m²
di jual rumah pondok indah Jakarta Selatan,Jakarta Selatan,Rp42.000.000.000,8,520 m²,922 m²
"DIJUAL RUMAH CLUSTER ZEBRINA 2LANTAI DEKAT AEON, JAKARTA GARDEN CITY","Cakung Timur, Jakarta Timur",Rp3.300.000.000,6,200 m²,148 m²
Rumah 2 lantai siap huni di Jagakarsa jaksel,"Jagakarsa, Jakarta Selatan",Rp19.000.000.000,5,650 m²,1040 m²
RUMAH 2 LANTAI SIAP HUNI DI JAGAKARSA,"Jagakarsa, Jakarta Selatan",Rp1.450.000.000,4,130 m²,76 m²
"Rumah 2 lantai dalam cluster di Cakung, jakarta timur",Jakarta Timur,Rp2.800.000.000,5,168 m²,119 m²
dijual cepat rumah cantik di perumahan legenda wisata Cibubur,"Legenda Wisata, Jakarta Timur",Rp2.400.000.000,5,250 m²,255 m²
"MURAH  Rumah Jl Kebon Kacang, cocok untuk kost2an, Dekat GI/PI.",Jakarta Pusat,Rp2.000.000.000,2,100 m²,75 m²
Dijual Rumah Town House Depan Mall Bassura Dekat Akses Tol Bypass,"Cipinang, Jakarta Timur",Rp4.650.000.000,4,180 m²,174 m²
DiJual  Rumah di Komplek Pati TNI AD,Jakarta Timur,Rp10.000.000.000,6,657 m²,200 m²
Rumah Strategis di Jakarta Selatan,Jakarta Selatan,Rp1.750.000.000,4,100 m²,137 m²
"Dijyal rumah di Cipete, pinggir jalan raya, cocok buat komersil.","Cipete, Jakarta Selatan",Rp39.800.000.000,4,400 m²,1084 m²
Expert Project Garden Exclusive-Rumah Cantik Mewah di Jakarta Timur,"Cakung, Jakarta Timur",Rp3.324.000.000,4,115 m²,120 m²
"Jl.Wijaya 1, Kebayoran baru, Jakarta Selatan. Lokasi daerah Komersial","Kebayoran Baru, Jakarta Selatan",Rp25.000.000.000,6,300 m²,424 m²
Dijual Rumah Bagus Siap Huni di Villa Bukit Mas,"Pesanggrahan, Jakarta Selatan",Rp4.900.000.000,4,700 m²,345 m²
HUNIAN MEWAH PARA SULTAN KONSEP LUXURY RESIDENCE DI PUSAT KOTA JAKARTA,"Kebayoran Lama, Jakarta Selatan",Rp2.875.150.000,5,220 m²,87 m²
"Dijual Cepat, Harga Nego, Semi Furnish, Siap Huni","Pantai Indah Kapuk, Jakarta Utara",Rp1.450.000.000,2,45 m²,45 m²
"Fasilitas Lingkungan Lengkap, Siap Huni, Akses Jalan Mudah","Pantai Indah Kapuk, Jakarta Utara",Rp3.900.000.000,3,160 m²,120 m²
"Rumah Villa Gading Indah, Kelapa Gading Luas 592m2 (J-3194)","Kelapa Gading, Jakarta Utara",Rp23.000.000.000,5,450 m²,592 m²
Dijual Rumah Murah Hook 2 Lantai Siap Huni Di Grand Cibubur Country,"Cibubur, Jakarta Timur",Rp1.700.000.000,4,165 m²,169 m²
Dijual Rumah Tingkat Siap Huni Dalam Cluster Premium,"Cibubur, Jakarta Timur",Rp1.195.000.000,4,110 m²,120 m²
Rumah Rapi di Cluster Green Lake City,Jakarta Utara,Rp2.300.000.000,3,120 m²,90 m²
Jual Rumah di Pondok Kelapa Baru 2 Lantai Jakarta,Jakarta Timur,Rp1.581.920.000,3,77 m²,63 m²
"Fasilitas Perumahan Lengkap, Akses Tol Dekat, Brand New","Pantai Indah Kapuk, Jakarta Utara",Rp3.700.000.000,3,181 m²,80 m²
Rumah Muara Karang 8x15 Full Furnished 2 setengah lantai SHM,"Muara Karang, Jakarta Utara",Rp4.000.000.000,4,200 m²,120 m²
Dijual Rumah Tua Di Joglo Kembangan Jakarta Barat,"Kembangan, Jakarta Barat",Rp3.000.000.000,3,120 m²,272 m²
MILIKI HUNIAN BERDESAIGN ELEGAN DI JAKARTA SELATAN,"Pesanggrahan, Jakarta Selatan",Rp3.350.000.000,4,171 m²,70 m²
TINGGAL BEBERAPA UNIT  RUMAH MEWAH 700 JUTAAN STRATEGIS DI JATIASIH,"Jatinegara, Jakarta Timur",,3,90 m²,78 m²
PERHATIAN! Cluster Mewah & Murah Strategis Jatimekar Jatiasih,"Sawah Besar, Jakarta Pusat",,2,40 m²,71 m²
WD - 23397 Dijual Rumah Asri Mewah Di Komplek Ikip Duren Sawit JakTim,"Duren Sawit, Jakarta Timur",Rp12.000.000.000,3,600 m²,630 m²
Dijual Rumah Baru Pejaten Barat,"Pejaten Barat, Jakarta Selatan",Rp9.500.000.000,5,350 m²,210 m²
"LELANG TANAH Rumah  965m Elegan, Jaksel Martimbang Gunung Kebayoran","Kebayoran Baru, Jakarta Selatan",Rp54.750.000.000,5,500 m²,965 m²
dijual cepat rumah cantik di perumahan legenda wisata Cibubur,"Legenda Wisata, Jakarta Timur",Rp2.400.000.000,5,250 m²,255 m²
Rumah murah siap huni SHM dalam perumahan di joglo jakarta,"Joglo, Jakarta Barat",Rp1.725.000.000,4,88 m²,64 m²
DI JUAL RUMAH JAKARTA BARAt,"Kemanggisan, Jakarta Barat",Rp2.300.000.000,5,172 m²,153 m²
New Samara Village,"Kebon Jeruk, Jakarta Barat",Rp1.942.600.000,3,79 m²,97 m²
Rumah di PIk Ukuran 18 x 27,"Pantai Indah Kapuk, Jakarta Utara",Rp22.000.000.000,5,700 m²,486 m²
Dijual Rumah di Jl. Cipete 7,"Cipete, Jakarta Selatan",Rp17.500.000.000,6,500 m²,585 m²
Dijual Rumah di Patra Kuningan,"Kuningan, Jakarta Selatan",Rp80.000.000.000,7,400 m²,1200 m²
Jual Rumah Hang Lekiu 2 type 5 BR With Swimming Pool,"Kebayoran Baru, Jakarta Selatan",Rp30.000.000.000,5,600 m²,329 m²
"Rumah Bagus & Asri, Ampera Area","Ampera, Jakarta Selatan",Rp20.000.000.000,5,750 m²,800 m²
"Rumah Di Komplek Dutamas - 3BR, 3.5m, Jelambar, Jakarta Barat","Jelambar, Jakarta Barat",Rp3.500.000.000,3,112 m²,147 m²
Bukit Podomoro Jakarta,"Duren Sawit, Jakarta Timur",Rp4.300.000.000,3,146 m²,90 m²
"Rumah 2 lantai dalam cluster di Cakung, jakarta timur",Jakarta Timur,Rp2.800.000.000,5,168 m²,119 m²
Di jual rumah bagus di Menteng Dalam,"Menteng Dalam, Jakarta Selatan",Rp6.500.000.000,4,180 m²,237 m²
RUMAH 2 LANTAI SIAP HUNI DI JAGAKARSA,"Jagakarsa, Jakarta Selatan",Rp1.450.000.000,4,130 m²,76 m²
Rumah 2 lantai siap huni di Jagakarsa jaksel,"Jagakarsa, Jakarta Selatan",Rp19.000.000.000,5,650 m²,1040 m²
Dijual Cepat Rumah Baru di PIK 2,"Pantai Indah Kapuk, Jakarta Utara",Rp4.300.000.000,4,160 m²,120 m²
Dijual Rumah Di Tanjung Priok 2 Lt  Dekat Kantor Walikota,"Kebon Bawang, Jakarta Utara",Rp2.200.000.000,5,274 m²,132 m²
Brand New Dijual Town house Modern Area Cilandak Jaksel,"Cilandak, Jakarta Selatan",Rp7.195.000.000,3,254 m²,151 m²
Rumah Asri Dalam Komplek Cilandak,"Cilandak, Jakarta Selatan",Rp14.500.000.000,5,700 m²,1060 m²
Rumah Modern Minimalis dan Mewah di Cilandak,"Cilandak, Jakarta Selatan",Rp8.500.000.000,3,433 m²,157 m²
"Rumah Mediterania Boulevard Pik luas 250m2 Hrg 10,5M hadap utara","Pantai Indah Kapuk, Jakarta Utara",Rp10.500.000.000,4,600 m²,250 m²
Jual Rumah di Pondok Kelapa Duren Sawit Baru,Jakarta Timur,Rp1.581.920.000,3,77 m²,63 m²
Rumah di Bangka Raya Kemang Bebas Banjir,"Bangka, Jakarta Selatan",Rp19.800.000.000,4,580 m²,780 m²
Rumah Baru Lokasi Strategis Bebas banjir Duri Kepa(DK213),"Duri Kepa, Jakarta Barat",Rp1.230.000.000,3,110 m²,36 m²
Rumah siap huni di Pondok Kelapa,"Pondok Kelapa, Jakarta Timur",Rp1.990.000.000,4,180 m²,92 m²
Di Jual Rumah Minimalis Modern Lokasi Dekat Pintu Toll Dan LRT,"Cibubur, Jakarta Timur",Rp799.000.000,2,50 m²,75 m²
Rumah Klasik di jakarta timur dekat LRT Harjamukti Free biaya biaya,"Cibubur, Jakarta Timur",Rp989.514.240,3,60 m²,72 m²
JUAL RUMAH HOEK DI SUNRISE GARDEN JAKARTA BARAT. MURAH,"Kebon Jeruk, Jakarta Barat",Rp6.500.000.000,4,350 m²,280 m²
"DIJUAL RUMAH SIAP HUNI DI KAWASAN SENAYAN, KOMPLEK PLN","Senayan, Jakarta Selatan",Rp12.500.000.000,4,279 m²,283 m²
dijual lelang rumah di petukangan jaksel,"Petukangan, Jakarta Selatan",Rp2.000.000.000,3,1 m²,212 m²
Dijual 2 unit rumah brand new Deplu Adam Malik Jakarta Selatan,"Petukangan, Jakarta Selatan",Rp2.500.000.000,4,196 m²,126 m²
"Rumah Di Tebet Di Jual, Butuh Uang Cepat","Tebet Barat, Jakarta Selatan",Rp3.150.000.000,5,200 m²,140 m²
DIJUAL CEPAT! Rumah Mewah 2 Lantai Siap Huni Area Cilandak Jak-Sel,"Cilandak, Jakarta Selatan",Rp10.000.000.000,8,650 m²,650 m²
Rumah Murah Di Bintaro Selatan Jakarta Tanpa Bank Tanpa Bi Cheking,"Bintaro, Jakarta Selatan",Rp596.000.000,2,38 m²,61 m²
7x15. Minimalis. Bagus. Hadap Utara.,"Sunter Agung, Jakarta Utara",Rp3.800.000.000,3,168 m²,105 m²
Rumah Standar Siap Huni Di Pulo Mas Jakarta Timur,"Pulo Gadung, Jakarta Timur",Rp3.150.000.000,6,179 m²,148 m²
Rumah Tua Di Kelapa Gading Jakarta Utara,"Kelapa Gading, Jakarta Utara",Rp2.000.000.000,3,180 m²,120 m²
★ ADA ROOFTOP GARDEN BUAT ENJOY SUNSET ★ Rumah Kemang - Mampang,"Mampang Prapatan, Jakarta Selatan",Rp4.900.000.000,4,335 m²,127 m²
Grand launching cluster 4 lantai di gunung Sahari,"Gunung Sahari, Jakarta Pusat",Rp1.249.000.000,3,90 m²,27 m²
Di jual rumah paling bagus paling murah di Johar baru Jakarta pusat,"Johar Baru, Jakarta Pusat",Rp275.000.000,2,22 m²,22 m²
"Jual Kantor, Rumah, Gudang Murah Dibawah Njop Rp. 7.99 M Di Letjend Suprapto","Cempaka Putih, Jakarta Pusat",Rp9.300.000.000,4,300 m²,337 m²
Dijual Rumah lokasi strategis di Bumi Pesanggrahan Mas Jakarta Selatan,"Petukangan, Jakarta Selatan",Rp2.900.000.000,3,300 m²,200 m²
"Rumah Minimalis Murah Petukangan, Kreo, Joglo, Larangan","Petukangan, Jakarta Selatan",Rp685.000.000,2,40 m²,32 m²
"Rumah Mampang Prapatan Dijual - Dekat ke Tendean, SCBD - Unit Baru","Mampang Prapatan, Jakarta Selatan",Rp4.800.000.000,6,250 m²,110 m²
Rumah Mewah Design Industrial Modern Dalam Komplek Petukangan Jaksel,"Petukangan, Jakarta Selatan",Rp8.350.000.000,4,320 m²,320 m²
Cibubur Jakarta Timur Rumah Raffles Hills Cibubur di Jual Cepat,Jakarta Timur,Rp6.500.000.000,4,250 m²,300 m²
Rumah Tingkat di Taman Modern Cakung Jakarta Timur,"Cakung, Jakarta Timur",Rp2.200.000.000,6,300 m²,200 m²
DHYANA RUMAH JELAMBAR UK 3.3x12m BANGUNAN KOKOH SERTIFIKAT SHM,"Jelambar, Jakarta Barat",Rp625.000.000,3,66 m²,38 m²
Rumah Tua Di Kelapa Gading Jakarta Utara,"Kelapa Gading Barat, Jakarta Utara",Rp1.300.000.000,2,90 m²,112 m²
dijual cepat rumah cantik di perumahan legenda wisata Cibubur,"Legenda Wisata, Jakarta Timur",Rp1.900.000.000,4,150 m²,171 m²
Turun Harga Rumah Standard di Kelapa Lilin,"Kelapa Gading, Jakarta Utara",Rp1.850.000.000,3,85 m²,102 m²
TINGGAL BEBERAPA UNIT  RUMAH MEWAH 700 JUTAAN STRATEGIS DI JATIASIH,"Jatinegara, Jakarta Timur",,3,90 m²,78 m²
"Di Jual Rumah di kawasan Jagakarsa, JakSel","Jagakarsa, Jakarta Selatan",Rp2.700.000.000,4,270 m²,182 m²
Dijual Rumah Mewah Fully Furnished di Mediterania Resort,"Pantai Indah Kapuk, Jakarta Utara",Rp35.000.000.000,7,800 m²,525 m²
Rumah Siap Huni Jakarta Selatan,Jakarta Selatan,Rp22.000.000.000,5,600 m²,1055 m²
"For sale Brand new Townhouse Kemang Six Residence (AK, JP, LP, FF)",Jakarta Selatan,Rp12.000.000.000,4,430 m²,330 m²
RUMAH SANGAT LAYAK HUNI WILAYAH JL KEBALEN JAKARTA SELATAN STRATEGIS,"Mampang Prapatan, Jakarta Selatan",Rp3.350.000.000,4,300 m²,150 m²
Dijual Tempat Usaha LT 288 m2 Strategis Salembaba Jakarta Pusat,"Senen, Jakarta Pusat",Rp13.900.000.000,5,200 m²,288 m²
"Rumah Meruya  Utara, Di Jual 6M sebelumnya 9M","Meruya Utara, Jakarta Barat",Rp6.000.000.000,5,425 m²,415 m²
"Rumah 2 Lt, Bagus Kekinian Siap Huni 100",Jakarta Selatan,Rp3.300.000.000,6,350 m²,500 m²
FOR SALE KEBAYORAN BARU BRAND NEW HOUSE LUXURIOUS AMERICAN CLASSIC,"Kebayoran Baru, Jakarta Selatan",Rp37.000.000.000,6,800 m²,375 m²
Dijual Rumah 3 lantai Full Renovasi dalam Cluster di Jakarta Garden Ci,"Cakung, Jakarta Timur",Rp2.500.000.000,3,150 m²,106 m²
Rumah L7 Jakarta Barat,"Semanan, Jakarta Barat",Rp3.250.000.000,5,166 m²,140 m²
Rumah Rooftop Murah dengan Pemandangan Taman Bunga yang Menakjubkan,"Cibubur, Jakarta Timur",Rp639.000.000,2,47 m²,45 m²
"Rumah Hook di Kemanggisan Slipi, Strategis Untuk Rumah Dan Usaha","Palmerah, Jakarta Barat",Rp6.500.000.000,3,240 m²,260 m²
Bangka t750m2 Kemang Bebas Banjir Rumah Dijual Jakarta Selatan,"Bangka, Jakarta Selatan",Rp16.000.000.000,5,500 m²,750 m²
chandra Rumah 2 lantai uk 12x16.5m di jelambar,"Jelambar, Jakarta Barat",Rp4.300.000.000,5,310 m²,198 m²
Rumah Baru Siap Huni Bebas Banjir Tanjung Duren(TD236),"Tanjung Duren, Jakarta Barat",Rp1.850.000.000,3,72 m²,39 m²
Rumah Siap Huni bebas Banjir Di Duri Kepa DK203,"Duri Kepa, Jakarta Barat",Rp1.400.000.000,3,100 m²,78 m²
Dijual Cepat !! Rumah PIK elang laut residence bagus rapi siap huni,"Pantai Indah Kapuk, Jakarta Utara",Rp11.500.000.000,4,620 m²,259 m²
Rumah L6 JAKARTA BARAT,Jakarta Barat,Rp2.750.000.000,3,136 m²,120 m²
"Perumahan Syariah Termurah di Cibubur Jakarta Timur, 10 Menit ke Toll","Cibubur, Jakarta Timur",Rp989.514.240,3,60 m²,72 m²
Di Jua Cepat Villa Dekat Dengan Taman Safari,"Kembangan, Jakarta Barat",Rp11.000.000.000,5,400 m²,2315 m²
"Jual Cepat Rumah Klasik Mewah di Bangka Kemang Jaksel, Hrg Nego","Bangka, Jakarta Selatan",Rp19.500.000.000,4,950 m²,738 m²
