kamar_tidur,luas_bangunan_m2,luas_tanah_m2,kota,harga
2,63,48,tangerang,1500000000
3,100,176,tangerang,1200000000
2,33,72,tangerang,305571400
4,225,187,tangerang,2400000000
2,49,60,tangerang,590000000
3,80,61,tangerang,1400000000
2,58,63,tangerang,925000000
3,84,136,tangerang,980000000
4,283,216,tangerang,7545200000
4,342,240,tangerang,10326100000
2,60,72,tangerang,667000000
2,63,72,tangerang,655000000
5,134,143,tangerang,3500000000
2,110,135,tangerang,1150000000
3,97,98,tangerang,1650000000
3,98,128,tangerang,2000000000
4,150,110,tangerang,1125000000
3,120,126,tangerang,2700000000
3,51,72,tangerang,1073300000
5,142,212,tangerang,2400000000
4,77,65,tangerang,1490000000
3,73,179,tangerang,1100000000
3,41,72,tangerang,889900000
3,81,160,tangerang,1300000000
3,62,72,tangerang,984333862
3,135,96,tangerang,2100000000
2,39,60,tangerang,853600000
1,27,60,tangerang,330000000
4,165,98,tangerang,3500000000
5,337,220,tangerang,10700000000
4,335,450,tangerang,12000000000
3,73,128,tangerang,2500000000
2,60,60,tangerang,375000000
4,240,240,tangerang,2550000000
3,79,69,tangerang,910000000
4,220,200,tangerang,2100000000
3,51,72,tangerang,735000000
4,216,108,tangerang,1500000000
4,250,180,tangerang,2200000000
4,96,77,tangerang,1200000000
2,45,84,tangerang,925000000
3,78,56,tangerang,700000000
3,78,60,tangerang,1617000000
5,300,261,tangerang,6250000000
5,284,250,tangerang,7642400000
1,53,72,tangerang,591519000
2,62,92,tangerang,753135000
3,96,106,tangerang,1750000000
4,90,190,tangerang,2200000000
6,560,239,tangerang,2700000000
3,45,72,tangerang,300000000
5,192,105,tangerang,1700000000
5,316,240,tangerang,7556000000
6,319,339,tangerang,4700000000
2,53,40,tangerang,1150000000
2,36,72,tangerang,540000000
4,248,220,tangerang,8554842000
3,64,50,tangerang,1252737500
4,200,168,tangerang,2600000000
4,120,126,tangerang,1500000000
3,100,75,tangerang,1350000000
5,174,144,tangerang,4500000000
2,50,72,tangerang,810000000
3,100,88,tangerang,1597000000
4,150,98,tangerang,2250000000
3,171,135,tangerang,3600000000
3,150,120,tangerang,2250000000
2,80,98,tangerang,1690000000
5,360,225,tangerang,5650000000
3,71,72,tangerang,1000000000
2,45,102,tangerang,750000000
4,166,128,tangerang,3660000000
3,102,96,tangerang,2500000000
3,133,229,tangerang,3000000000
3,150,162,tangerang,3100000000
4,120,90,tangerang,1850000000
3,68,82,tangerang,750000000
2,64,96,tangerang,890000000
2,27,60,tangerang,650000000
5,299,297,tangerang,4000000000
4,142,180,tangerang,1850000000
5,240,160,tangerang,2750000000
2,36,60,tangerang,700000000
3,110,79,tangerang,1200000000
4,141,120,tangerang,2700000000
3,137,84,tangerang,3000000000
3,85,90,tangerang,1500000000
5,430,530,tangerang,3950000000
3,85,84,tangerang,1890000000
3,95,105,tangerang,1900000000
4,104,112,tangerang,1800000000
4,120,135,tangerang,2300000000
2,36,60,tangerang,115000000
10,139,70,tangerang,2164500000
2,60,60,tangerang,490000000
3,68,55,tangerang,1700000000
3,120,160,tangerang,800000000
3,73,40,tangerang,900000000
2,70,78,tangerang,990000000
4,131,80,tangerang,2000000000
3,57,60,tangerang,573800000
2,80,60,tangerang,1000000000
4,125,100,tangerang,1000000000
6,148,200,tangerang,3530000000
2,45,90,tangerang,800000000
4,168,200,tangerang,2600000000
3,90,72,tangerang,1700000000
2,63,48,tangerang,1400000000
4,110,84,tangerang,1850000000
2,52,141,tangerang,835875000
5,208,162,tangerang,6250000000
2,36,72,tangerang,800000000
3,60,60,tangerang,1900000000
2,60,60,tangerang,375000000
3,100,63,tangerang,1597000000
2,45,66,tangerang,561750000
3,113,72,tangerang,1495000000
2,33,72,tangerang,305571400
4,114,102,tangerang,1980000000
4,138,112,tangerang,2695000000
3,93,66,tangerang,1923000000
3,140,90,tangerang,975000000
4,124,54,tangerang,1350000000
3,90,33,tangerang,1536416000
3,33,90,tangerang,1426315000
5,194,112,tangerang,3200000000
3,78,91,tangerang,1400000000
3,90,60,tangerang,1418500000
3,72,72,tangerang,500000000
5,144,84,tangerang,2700000000
2,53,107,tangerang,1000000000
2,50,84,tangerang,728750000
3,164,158,tangerang,1200000000
4,178,196,tangerang,5739900000
2,58,60,tangerang,588000000
3,70,60,tangerang,850000000
3,80,60,tangerang,1000000000
3,47,84,tangerang,904039987
2,36,60,tangerang,392500000
5,369,274,tangerang,5400000000
3,92,55,tangerang,915000000
4,208,162,tangerang,6345100000
5,210,180,tangerang,4800000000
3,65,60,tangerang,1097000000
2,36,78,tangerang,583000000
2,45,84,tangerang,750000000
4,97,50,tangerang,1200000000
4,269,289,tangerang,9000000000
2,92,92,tangerang,630000000
3,88,60,tangerang,1800000000
3,170,144,tangerang,4700000000
6,800,625,tangerang,19000000000
5,500,336,tangerang,15500000000
4,104,112,tangerang,1641440000
3,116,120,tangerang,3550000000
3,200,313,tangerang,3880000000
4,140,222,tangerang,2500000000
3,160,126,tangerang,2700000000
2,72,97,tangerang,885000000
6,185,200,tangerang,2140000000
4,146,120,tangerang,2200000000
3,90,60,tangerang,830000000
4,200,160,tangerang,2680000000
4,72,150,tangerang,2500000000
3,48,69,tangerang,1500000000
1,30,50,tangerang,500000000
3,70,120,tangerang,1000000000
4,286,276,tangerang,12500000000
4,150,135,tangerang,2700000000
2,45,55,tangerang,780000000
4,213,144,tangerang,3000000000
2,31,60,tangerang,480000000
5,770,300,tangerang,12000000000
2,52,105,tangerang,673450000
2,58,60,tangerang,1300000000
4,176,228,tangerang,6027000000
4,208,162,tangerang,6345100000
2,88,90,tangerang,1660000000
6,170,91,tangerang,1188500000
4,162,162,tangerang,3500000000
5,432,250,tangerang,12990000000
3,140,180,tangerang,1300000000
1,22,50,tangerang,299000000
3,50,70,tangerang,735000000
5,150,90,tangerang,1250000000
2,45,102,tangerang,1000000000
2,60,84,tangerang,1140000000
2,50,72,tangerang,450000000
3,68,96,tangerang,1364000000
2,36,72,tangerang,355000000
3,78,110,tangerang,2000000000
3,79,63,tangerang,1781000000
4,295,165,tangerang,2050000000
4,168,119,tangerang,2300000000
4,160,104,tangerang,1600000000
2,40,72,tangerang,630000000
4,60,60,tangerang,1025850000
2,63,48,tangerang,1400000000
5,144,84,tangerang,2700000000
4,100,60,tangerang,900000000
2,130,60,tangerang,910000000
6,90,32,tangerang,1677000000
2,38,72,tangerang,595000000
2,30,60,tangerang,297000000
2,45,64,tangerang,790000000
4,250,125,tangerang,1250000000
2,30,60,tangerang,550000000
2,36,60,tangerang,450000000
3,68,82,tangerang,1100000000
5,158,100,tangerang,3300000000
3,59,106,tangerang,1420200000
2,36,72,tangerang,430000000
3,55,60,tangerang,689000000
3,67,72,tangerang,1839100000
3,80,140,tangerang,1400000000
4,125,120,tangerang,1276600000
3,100,120,tangerang,960000000
2,65,72,tangerang,750000000
4,104,112,tangerang,1975800000
3,70,90,tangerang,750000000
2,58,66,tangerang,623000000
3,150,150,tangerang,600000000
2,72,107,tangerang,1100000000
2,41,72,tangerang,960000000
1,100,130,tangerang,850000000
2,31,60,tangerang,398000000
3,65,60,tangerang,1400000000
4,148,138,tangerang,1500000000
4,229,200,tangerang,7645900000
2,63,48,tangerang,1628800000
2,52,60,tangerang,1175000000
2,48,131,tangerang,630000000
2,36,72,tangerang,720000000
2,39,72,tangerang,740000000
3,93,66,tangerang,1920000000
2,58,60,tangerang,731831000
4,206,120,tangerang,1400000000
4,277,144,tangerang,7067000000
2,66,66,tangerang,680000000
4,520,337,tangerang,14750000000
4,425,585,tangerang,13750000000
2,31,60,tangerang,600000000
4,225,300,tangerang,4450000000
2,63,48,tangerang,1412800000
2,75,157,tangerang,1600000000
2,55,48,tangerang,1250000000
4,118,147,tangerang,4257947000
5,544,390,tangerang,23802000000
3,144,128,tangerang,3100000000
5,180,105,tangerang,1800000000
3,115,136,tangerang,2700000000
5,197,112,tangerang,4258600000
4,137,84,tangerang,2987000000
10,600,375,tangerang,7000000000
3,48,60,tangerang,800000000
3,48,72,tangerang,750000000
3,64,168,tangerang,950000000
2,60,72,tangerang,900000000
2,50,72,tangerang,540000000
2,45,84,tangerang,599200000
4,216,216,tangerang,1650000000
5,806,438,tangerang,19000000000
3,210,128,tangerang,3900000000
3,60,80,tangerang,800000000
2,39,72,tangerang,740000000
3,95,137,tangerang,2709900000
2,45,60,tangerang,400000000
3,217,180,tangerang,4800000000
3,93,66,tangerang,1900000000
2,45,80,tangerang,650000000
6,360,200,tangerang,3200000000
2,60,60,tangerang,250000000
4,250,200,tangerang,4300000000
2,60,72,tangerang,370000000
3,55,60,tangerang,650000000
2,58,60,tangerang,1150000000
4,116,80,tangerang,2500000000
3,55,60,tangerang,658000000
2,63,50,tangerang,1205000000
4,95,105,tangerang,2071724914
4,118,124,tangerang,2300000000
3,60,100,tangerang,1890000000
2,48,60,tangerang,600000000
3,60,72,tangerang,731000000
6,454,300,tangerang,10000000000
5,434,300,tangerang,12909870000
5,233,200,tangerang,3600000000
4,140,216,tangerang,2360000000
2,40,72,tangerang,590000000
4,160,250,tangerang,2100000000
2,70,48,tangerang,1275000000
4,126,108,tangerang,2500000000
3,93,66,tangerang,1970000000
3,400,360,tangerang,14000000000
2,36,51,tangerang,550000000
3,165,80,tangerang,2350000000
3,77,112,tangerang,2200000000
4,150,72,tangerang,1200000000
3,45,41,tangerang,300000000
2,55,60,tangerang,900000000
2,45,90,tangerang,575000000
3,72,72,tangerang,580000000
3,90,60,tangerang,775000000
3,91,84,tangerang,1400000000
4,285,336,tangerang,15000000000
4,198,119,tangerang,3000000000
5,328,300,tangerang,9800000000
3,180,144,tangerang,1430000000
2,52,105,tangerang,673258000
2,55,60,tangerang,900000000
4,158,88,tangerang,3200000000
4,142,178,tangerang,4821200000
4,120,78,tangerang,1650000000
3,67,72,tangerang,1752400000
2,30,60,tangerang,375000000
3,96,72,tangerang,780000000
5,208,162,tangerang,6345100000
2,78,90,tangerang,1200000000
4,255,216,tangerang,4800000000
2,45,84,tangerang,850000000
3,180,128,tangerang,3200000000
3,93,66,tangerang,1967000000
2,60,72,tangerang,600000000
3,120,120,tangerang,1000000000
3,160,120,tangerang,900000000
2,68,60,tangerang,1100000000
3,178,142,tangerang,2354000000
2,100,60,tangerang,700000000
3,112,112,tangerang,1200000000
2,72,72,tangerang,525000000
3,80,84,tangerang,595000000
3,60,52,tangerang,1350000000
4,104,112,tangerang,1700000000
3,87,105,tangerang,2900000000
4,137,84,tangerang,2956000000
3,92,32,tangerang,1488630000
2,35,60,tangerang,578130000
2,43,54,tangerang,700000000
2,64,48,tangerang,800000000
2,45,188,tangerang,859000000
2,82,42,tangerang,780000000
2,90,90,tangerang,850000000
3,75,75,tangerang,1175700000
2,63,54,tangerang,1477800000
3,50,60,tangerang,898000000
4,162,96,tangerang,1500000000
3,52,60,tangerang,800000000
3,100,144,tangerang,2600000000
3,63,66,tangerang,806800000
2,48,72,tangerang,857284467
5,283,216,tangerang,6900000000
3,44,80,tangerang,895560000
4,208,162,tangerang,6200000000
4,283,216,tangerang,7100000000
2,40,60,tangerang,335000000
4,100,120,tangerang,900000000
3,36,60,tangerang,525100000
2,45,85,tangerang,1060000000
2,69,73,tangerang,1480000000
5,203,216,tangerang,6000000000
1,21,60,tangerang,95000000
2,30,60,tangerang,185000000
5,177,220,tangerang,3800000000
2,30,60,tangerang,178000000
4,96,77,tangerang,1200000000
2,75,80,tangerang,790000000
2,52,63,tangerang,375000000
3,93,78,tangerang,1430000000
2,30,60,tangerang,350000000
4,277,144,tangerang,7067000000
2,54,72,tangerang,630000000
3,132,60,tangerang,1600000000
3,85,90,tangerang,1736905266
2,72,70,tangerang,2123000000
3,65,48,tangerang,1250000000
3,77,140,tangerang,2150000000
4,182,170,tangerang,4300000000
3,200,252,tangerang,3500000000
2,33,72,tangerang,305571400
4,112,101,tangerang,1800000000
2,36,60,tangerang,500000000
2,49,75,tangerang,990000000
2,36,72,tangerang,455000000
2,55,55,tangerang,700000000
4,450,341,tangerang,900000000
5,231,126,tangerang,5464000000
6,165,77,tangerang,2600000000
4,200,274,tangerang,4500000000
2,250,104,tangerang,1700000000
2,33,66,tangerang,523000000
3,88,94,tangerang,1510000000
5,463,300,tangerang,16000000000
2,33,72,tangerang,305571400
3,140,89,tangerang,1075000000
2,55,120,tangerang,800000000
5,200,120,tangerang,2500000000
3,67,72,tangerang,859400000
4,208,162,tangerang,6345100000
2,48,136,tangerang,625000000
4,126,109,tangerang,2400000000
5,154,221,tangerang,3800000000
3,200,168,tangerang,2600000000
2,31,60,tangerang,450000000
4,104,112,tangerang,1700000000
4,250,200,tangerang,4990000000
1,60,35,tangerang,480000000
2,39,58,tangerang,750000000
2,95,97,tangerang,850000000
4,283,216,tangerang,7397100000
3,88,84,tangerang,2300000000
2,40,70,tangerang,605000000
3,60,70,tangerang,1157000000
4,80,80,tangerang,600000000
2,30,60,tangerang,340000000
2,45,84,tangerang,930000000
3,68,82,tangerang,750000000
3,65,129,tangerang,2000000000
5,248,180,tangerang,6588000000
3,74,119,tangerang,1060000000
3,137,84,tangerang,2987000000
2,36,72,tangerang,720000000
2,70,90,tangerang,850000000
2,41,72,tangerang,960000000
4,132,128,tangerang,3150000000
4,230,250,tangerang,6400000000
4,260,300,tangerang,7500000000
4,283,216,tangerang,7545200000
2,48,72,tangerang,909500000
3,230,135,tangerang,2680000000
3,93,66,tangerang,1900000000
3,70,84,tangerang,750000000
2,60,62,tangerang,490000000
2,60,72,tangerang,450000000
4,400,300,tangerang,8500000000
4,164,180,tangerang,6200000000
5,465,396,tangerang,20000000000
5,550,250,tangerang,12900000000
2,68,56,tangerang,1500000000
2,41,72,tangerang,960000000
3,88,66,tangerang,2100000000
3,80,72,tangerang,2100000000
4,328,300,tangerang,9800000000
3,89,77,tangerang,2200000000
4,126,108,tangerang,2500000000
2,68,69,tangerang,1308356000
2,27,60,tangerang,400000000
3,115,105,tangerang,1550000000
3,92,75,tangerang,1100000000
4,77,72,tangerang,1000000000
3,80,81,tangerang,650000000
2,36,60,tangerang,358000000
3,96,84,tangerang,2350000000
3,250,180,tangerang,3950000000
5,190,160,tangerang,2400000000
4,285,336,tangerang,15000000000
5,250,360,tangerang,4500000000
3,144,84,tangerang,2883386541
4,104,112,tangerang,1700000000
3,72,72,tangerang,225000000
2,30,60,tangerang,265000000
4,454,300,tangerang,6200000000
2,60,60,tangerang,450000000
3,129,72,tangerang,300000000
2,72,60,tangerang,1250000000
4,124,194,tangerang,1200000000
3,125,72,tangerang,975000000
2,50,60,tangerang,300000000
2,60,60,tangerang,460000000
2,30,60,tangerang,181000000
5,299,299,tangerang,4000000000
2,50,50,tangerang,450000000
4,84,72,tangerang,1200000000
3,100,112,tangerang,375000000
2,60,66,tangerang,810000000
4,120,84,tangerang,790000000
2,30,60,tangerang,265000000
1,36,60,tangerang,568980000
4,488,312,tangerang,8350000000
2,31,60,tangerang,399000000
2,63,48,tangerang,1558450000
2,45,75,tangerang,1100000000
2,62,72,tangerang,675435000
2,50,59,tangerang,775000000
4,77,70,tangerang,991000000
2,71,56,tangerang,1650000000
2,31,50,tangerang,636000000
4,102,96,tangerang,3209648320
2,31,50,tangerang,571975764
4,192,112,tangerang,4786419000
3,101,66,tangerang,1016500000
2,27,60,tangerang,227000000
3,60,60,tangerang,1160000000
1,21,50,tangerang,452000000
2,48,60,tangerang,717000000
4,208,162,tangerang,7140200000
2,36,72,tangerang,330000000
4,177,162,tangerang,8331351000
2,40,90,tangerang,541000000
3,52,96,tangerang,438804000
3,147,120,tangerang,2063700000
3,86,66,tangerang,2317679000
3,77,60,tangerang,2021751000
2,45,72,tangerang,999000000
3,59,84,tangerang,1650000000
2,50,72,tangerang,893360000
4,97,77,tangerang,1400000000
3,90,75,tangerang,1350000000
3,128,128,tangerang,775000000
2,74,56,tangerang,1745700000
3,90,120,tangerang,795000000
3,100,72,tangerang,1575000000
2,110,110,tangerang,650000000
2,62,64,tangerang,780000000
3,153,153,tangerang,900000000
2,33,60,tangerang,1385100000
3,108,75,tangerang,3083000000
4,274,200,tangerang,8018000000
3,217,171,tangerang,5320000000
4,255,144,tangerang,6284254000
4,229,200,tangerang,8435600000
2,30,60,tangerang,796000000
2,41,32,tangerang,822800000
3,90,105,tangerang,953200000
3,61,72,tangerang,708806677
2,36,60,tangerang,390000000
3,96,84,tangerang,2530000000
3,228,160,tangerang,6506000000
4,204,150,tangerang,5195000000
3,68,74,tangerang,1163700700
3,63,66,tangerang,731300000
3,48,72,tangerang,649380000
4,194,228,tangerang,6210400000
2,64,48,tangerang,852000000
2,70,72,tangerang,2100267000
2,35,60,tangerang,596000000
4,760,549,tangerang,31005403000
5,463,300,tangerang,16274700000
2,68,60,tangerang,1105000000
3,72,72,tangerang,2429050342
3,48,50,tangerang,566150000
2,74,72,tangerang,1136693330
2,63,72,tangerang,1347500000
4,278,209,tangerang,6896000000
3,138,224,tangerang,4263000000
3,86,84,tangerang,2809135798
3,80,60,tangerang,853700000
2,27,60,tangerang,293000000
3,52,60,tangerang,830960000
2,30,60,tangerang,331000000
3,69,72,tangerang,960900000
2,27,54,tangerang,540000000
2,67,135,tangerang,1100000000
2,45,72,tangerang,934000000
2,30,60,tangerang,746000000
2,45,97,tangerang,1248990750
3,68,90,tangerang,1335450900
2,39,70,tangerang,540000000
2,36,72,tangerang,800000000
3,100,90,tangerang,1750000000
4,151,126,tangerang,2935000000
5,120,120,tangerang,1500000000
1,41,30,tangerang,1056933000
1,71,35,tangerang,1560000000
3,88,87,tangerang,1023000000
3,88,78,tangerang,1350000000
5,350,323,tangerang,14500000000
2,39,72,tangerang,740000000
3,125,105,tangerang,2411500000
3,138,128,tangerang,3142700000
2,37,60,tangerang,498800000
3,68,74,tangerang,985883088
2,73,67,tangerang,2602000000
3,86,66,tangerang,2973238000
2,46,60,tangerang,517875276
3,89,77,tangerang,2544526000
2,66,60,tangerang,1062500000
2,50,72,tangerang,617600000
4,231,171,tangerang,5452000000
3,90,60,tangerang,645000000
3,135,121,tangerang,3544875000
2,41,32,tangerang,856700000
3,121,108,tangerang,2769750000
2,72,72,tangerang,1127094000
1,22,50,tangerang,299000000
2,32,50,tangerang,665000000
3,70,50,tangerang,1816750000
2,96,106,tangerang,1750653748
1,44,36,tangerang,1243453000
3,67,72,tangerang,819547436
4,65,65,tangerang,764100000
2,55,72,tangerang,712000000
2,66,60,tangerang,941103920
4,164,113,tangerang,3966094714
2,47,75,tangerang,870000000
2,33,60,tangerang,600000000
4,177,144,tangerang,5350000000
4,77,72,tangerang,1218000000
2,55,60,tangerang,736000000
3,50,51,tangerang,939776550
3,51,60,tangerang,899000000
3,67,66,tangerang,1650000000
3,119,72,tangerang,2664000000
3,80,120,tangerang,1130000000
5,230,250,tangerang,5900000000
4,161,96,tangerang,3100000000
2,36,72,tangerang,350000000
3,200,168,tangerang,2320000000
3,60,90,tangerang,1100000000
3,72,89,tangerang,1200000000
2,31,60,tangerang,490000000
2,33,60,tangerang,1066300000
4,336,250,tangerang,11486000000
2,22,60,tangerang,223758077
3,55,60,tangerang,898586568
2,45,75,tangerang,497000000
2,30,60,tangerang,292605000
1,30,50,tangerang,595737000
2,55,60,tangerang,1232800000
2,55,60,tangerang,816714258
3,88,87,tangerang,1135943804
2,36,96,tangerang,391866446
4,118,104,tangerang,3353413000
3,90,84,tangerang,1489000000
3,86,66,tangerang,2393246000
4,158,88,tangerang,3232688172
2,31,60,tangerang,482829487
2,40,31,tangerang,461689222
3,247,176,tangerang,5629000000
4,225,144,tangerang,4900000000
3,70,50,tangerang,2484922000
3,117,104,tangerang,3637535000
4,261,176,tangerang,4760000000
2,44,72,tangerang,1492100000
2,22,60,tangerang,210993120
2,55,60,tangerang,819674000
2,31,60,tangerang,456490585
2,53,540,tangerang,999100000
2,30,60,tangerang,320000000
2,31,60,tangerang,300727500
2,36,560,tangerang,798000000
2,46,60,tangerang,567476195
4,248,180,tangerang,6994291000
2,46,72,tangerang,866355000
2,47,60,tangerang,1156050000
2,68,56,tangerang,1300000000
3,60,75,tangerang,1179667800
4,142,163,tangerang,2519889955
2,54,72,tangerang,960000000
4,98,98,tangerang,1700000000
2,60,60,tangerang,660000000
2,36,72,tangerang,540000000
2,80,90,tangerang,1500000000
4,165,77,tangerang,2800000000
3,82,82,tangerang,430000000
5,283,216,tangerang,7397100000
5,175,84,tangerang,3600000000
3,98,67,tangerang,1800000000
3,109,84,tangerang,1990000000
1,22,60,tangerang,230000000
2,22,72,tangerang,230000000
2,50,60,tangerang,898000000
2,42,60,tangerang,1083650900
3,126,84,tangerang,3304663000
3,67,72,tangerang,1778600000
2,52,72,tangerang,748580000
2,42,52,tangerang,850000000
3,52,96,tangerang,456487801
4,65,70,tangerang,773125000
2,53,40,tangerang,1037100000
4,225,147,tangerang,4989892473
3,51,60,tangerang,969000000
4,146,112,tangerang,3929994000
2,53,60,tangerang,1145800000
3,51,72,tangerang,980000000
2,36,66,tangerang,440800000
3,169,120,tangerang,4871000000
3,60,77,tangerang,1148000000
2,27,72,tangerang,280920087
2,36,60,tangerang,707403000
2,31,50,tangerang,532000000
3,137,84,tangerang,3352955000
4,248,180,tangerang,7575215000
3,63,97,tangerang,670900000
2,39,60,tangerang,903860000
2,33,50,tangerang,503990000
4,218,144,tangerang,4784000000
2,96,84,tangerang,1514916667
3,63,72,tangerang,667937951
3,63,140,tangerang,2482500000
4,166,128,tangerang,3900000000
3,36,60,tangerang,535700000
2,42,72,tangerang,483600000
3,118,98,tangerang,2800000000
3,75,90,tangerang,739300000
3,108,88,tangerang,1260700000
4,177,144,tangerang,5725699000
2,63,48,tangerang,1239600000
3,88,105,tangerang,1595530000
2,50,60,tangerang,960775650
2,45,84,tangerang,1000000000
6,208,162,tangerang,6345100000
2,60,66,tangerang,750000000
3,80,86,tangerang,2700000000
23,800,1000,tangerang,4755555500
3,72,72,tangerang,1799226000
3,58,60,tangerang,960400000
3,60,71,tangerang,1199890750
2,29,50,tangerang,575000000
2,31,50,tangerang,586000000
5,283,216,tangerang,7545200000
4,120,141,tangerang,1610000000
2,36,72,tangerang,540000000
4,175,122,tangerang,2200000000
3,52,107,tangerang,1352800000
2,27,60,tangerang,227000000
2,31,60,tangerang,419933357
2,39,60,tangerang,596780000
3,143,97,tangerang,3474000000
4,218,180,tangerang,7068500000
2,50,50,tangerang,1020000000
4,432,300,tangerang,12970400000
3,67,60,tangerang,1385100000
2,45,60,tangerang,553699580
3,60,70,tangerang,1080000000
2,73,67,tangerang,3518000000
3,68,74,tangerang,985883088
3,68,83,tangerang,1020327539
3,89,72,tangerang,1328634000
2,55,60,tangerang,757428051
2,54,94,tangerang,1295750000
4,480,300,tangerang,16067946000
4,398,220,tangerang,12896762000
3,58,60,tangerang,1020400000
2,50,50,tangerang,592650000
3,126,193,tangerang,3765400000
3,136,154,tangerang,1350000000
3,96,160,tangerang,1600000000
3,76,84,tangerang,1319000000
2,68,60,tangerang,1035000000
2,45,40,tangerang,700980700
2,66,94,tangerang,1322990650
5,144,84,tangerang,2745192625
2,45,48,tangerang,1300000000
4,160,72,tangerang,1550000000
2,97,65,tangerang,1000000000
3,128,82,tangerang,1000000000
3,70,320,tangerang,1800000000
3,100,108,tangerang,799900000
3,170,120,tangerang,1700000000
2,39,51,tangerang,550000000
2,50,75,tangerang,320000000
3,150,112,tangerang,1600000000
3,58,55,tangerang,1325000000
3,86,84,tangerang,2271475298
3,60,118,tangerang,953040408
3,259,209,tangerang,6718000000
3,142,100,tangerang,4079000000
2,55,60,tangerang,719000000
4,138,112,tangerang,2695000000
2,55,60,tangerang,846141527
2,50,55,tangerang,621100000
3,59,55,tangerang,695800000
3,47,84,tangerang,826000000
2,36,96,tangerang,376000000
4,220,122,tangerang,4489892473
1,21,60,tangerang,501000000
4,146,112,tangerang,5373547000
2,62,50,tangerang,1864299000
3,52,55,tangerang,644750000
2,37,72,tangerang,573021795
3,207,144,tangerang,4681000000
1,29,28,tangerang,299000000
2,90,60,tangerang,1314000000
3,60,63,tangerang,1370800000
4,278,264,tangerang,7854000000
4,251,222,tangerang,6474000000
5,544,375,tangerang,19005300000
4,342,240,tangerang,10120000000
2,33,50,tangerang,599000000
3,103,35,tangerang,1830000000
4,102,96,tangerang,2627503270
23,800,1000,tangerang,4749990000
3,52,92,tangerang,1199000000
2,72,72,tangerang,1040000000
3,104,72,tangerang,1180000000
5,150,169,tangerang,1800000000
2,50,66,tangerang,690000000
2,39,60,tangerang,853860000
2,60,60,tangerang,650000000
4,144,66,tangerang,1050000000
2,58,84,tangerang,960000000
2,30,60,tangerang,181000000
2,51,60,tangerang,600000000
2,39,72,tangerang,540000000
2,34,60,tangerang,510000000
2,36,60,tangerang,674548500
3,55,60,tangerang,673675000
2,45,50,tangerang,565200000
2,31,60,tangerang,490000000
2,55,60,tangerang,900000000
2,27,72,tangerang,280920087
4,93,77,tangerang,1475000000
3,101,84,tangerang,1249800000
1,22,72,tangerang,243948936
4,120,120,tangerang,775000000
4,122,96,tangerang,1479600000
4,210,190,tangerang,5500000000
3,161,96,tangerang,3120000000
5,270,237,tangerang,3999999999
3,120,90,tangerang,800000000
3,275,858,tangerang,7500000000
2,36,60,tangerang,120000000
5,214,170,tangerang,1900000000
5,144,84,tangerang,2700000000
3,60,60,tangerang,1020000000
3,125,72,tangerang,2363000000
4,208,162,tangerang,6300000000
1,24,30,tangerang,270000000
4,77,72,tangerang,1218000000
2,42,60,tangerang,850000000
2,39,72,tangerang,540000000
2,128,128,tangerang,1200000000
2,54,105,tangerang,1260000000
2,60,60,tangerang,660000000
4,165,72,tangerang,2000000000
3,120,169,tangerang,2180000000
3,70,50,tangerang,1703831000
1,22,72,tangerang,241533600
2,36,72,tangerang,343400000
2,27,60,tangerang,231880000
2,53,50,tangerang,990000000
3,98,50,tangerang,1464000000
1,22,60,tangerang,223758077
1,22,60,tangerang,198800000
2,36,72,tangerang,343373902
4,150,63,tangerang,1409000000
4,190,160,tangerang,3170000000
3,124,54,tangerang,1217000000
4,166,72,tangerang,1865000000
4,132,112,tangerang,1795000000
3,68,74,tangerang,894000000
6,300,302,tangerang,11500000000
4,120,120,tangerang,775000000
4,165,77,tangerang,3600000000
2,36,72,tangerang,313880000
3,87,72,tangerang,1074600000
2,63,50,tangerang,1250000000
3,112,96,tangerang,1607000000
4,92,77,tangerang,1236000000
3,126,105,tangerang,1787100000
4,101,84,tangerang,1497000000
2,36,96,tangerang,391866446
3,52,96,tangerang,456487801
4,84,144,tangerang,2700000000
4,105,84,tangerang,2050000000
2,42,135,bogor,550000000
4,300,450,bogor,4950000000
1,21,72,bogor,160000000
3,66,66,bogor,735000000
3,66,66,bogor,759000000
2,45,150,bogor,930030000
3,65,72,bogor,365000000
3,68,90,bogor,380000000
3,90,109,bogor,560000000
2,35,90,bogor,561185328
3,66,66,bogor,759000000
3,75,1950,bogor,900000000
2,36,50,bogor,185000000
4,130,150,bogor,1270000000
4,130,118,bogor,1100000000
3,68,90,bogor,420000000
4,200,309,bogor,1500000000
3,66,66,bogor,735000000
2,47,72,bogor,900000000
2,40,72,bogor,409000000
2,36,60,bogor,650000000
2,45,75,bogor,593000000
2,30,72,bogor,304734436
2,86,86,bogor,700000000
3,70,72,bogor,725000000
2,30,60,bogor,168000000
3,66,60,bogor,700000000
3,150,317,bogor,1800000000
3,68,72,bogor,949000000
2,36,60,bogor,513000000
2,45,60,bogor,450000000
2,40,70,bogor,590000000
2,45,72,bogor,489000000
2,40,120,bogor,683800000
2,80,108,bogor,900000000
2,40,72,bogor,400000000
2,100,60,bogor,1500000000
2,120,45,bogor,650000000
3,90,128,bogor,650000000
2,75,144,bogor,1500000000
2,21,60,bogor,500000000
5,200,4500,bogor,10000000000
3,120,84,bogor,765000000
4,416,246,bogor,2500000000
