kamar_tidur,luas_bangunan_m2,luas_tanah_m2,kota,harga
3,106,150,bogor,1380000000
3,57,50,bogor,503500000
3,85,79,bogor,857578000
3,52,160,bogor,623390000
3,70,70,bogor,685000000
2,60,90,bogor,1360000000
2,34,72,bogor,504653000
2,42,78,bogor,865000000
2,60,60,bogor,611500000
4,65,72,bogor,766000000
3,52,96,bogor,478734430
2,36,96,bogor,429628080
2,27,60,bogor,370000000
2,629,60,bogor,185000000
2,40,63,bogor,375000000
2,38,90,bogor,315000000
4,220,150,bogor,1799999999
2,29,60,bogor,185000000
2,72,72,bogor,350000000
2,30,50,bogor,350000000
3,66,72,bogor,1000000000
2,50,72,bogor,680000000
2,36,72,bogor,341000000
2,36,133,bogor,499000000
3,40,72,bogor,446000000
4,45,60,bogor,859000000
2,29,60,bogor,185000000
2,36,60,bogor,484700000
3,60,98,bogor,970000000
4,130,90,bogor,870000000
3,100,155,bogor,1730000000
1,22,72,bogor,255682686
2,47,66,bogor,800000000
1,22,60,bogor,234983969
3,69,105,bogor,1760010000
2,36,72,bogor,376888184
2,45,90,bogor,479750000
2,36,90,bogor,442380000
2,30,70,bogor,352000000
10,91,110,bogor,1750000000
2,36,72,bogor,380647680
3,60,60,bogor,650000000
2,27,60,bogor,274425186
2,27,72,bogor,298315626
2,30,70,bogor,360000000
2,36,77,bogor,385000000
2,50,60,bogor,542000000
3,60,60,bogor,599000000
5,200,135,depok,2950000000
2,60,95,depok,775750000
2,36,62,depok,565000000
2,60,152,depok,1200000000
2,55,72,depok,810000000
4,110,84,depok,1500000000
2,32,40,depok,225000000
2,32,40,depok,225000000
2,32,40,depok,225000000
2,32,40,depok,225000000
4,110,84,depok,1500000000
5,235,180,depok,3175000000
11,450,498,depok,10500000000
11,2000,700,depok,15000000000
7,400,685,depok,7450000000
5,300,880,depok,21000000000
3,110,98,depok,1780000000
2,90,108,depok,859000000
4,150,150,depok,2250000000
5,300,360,depok,3750000000
4,120,105,depok,2200000000
2,40,81,depok,732000000
2,65,90,depok,900000000
3,90,83,depok,1038000000
2,40,65,depok,450000300
3,60,46,depok,725000000
3,110,104,depok,950000000
3,225,122,depok,1050000000
2,52,72,depok,700000000
3,88,71,depok,1700000000
2,46,54,depok,635850000
3,50,38,depok,559000000
4,90,60,depok,810000000
2,40,95,depok,536000000
3,71,72,depok,585000000
6,420,600,depok,8000000000
10,510,510,depok,3800000000
3,90,100,depok,1325000000
2,45,46,depok,617250000
9,700,750,depok,16000000000
2,40,57,depok,650000000
4,150,119,depok,1850000000
4,140,91,depok,1200000000
2,56,61,depok,966000000
3,75,83,depok,900000000
3,75,83,depok,900000000
2,45,83,depok,780000000
3,125,217,depok,2800000000
3,98,98,depok,1370000000
8,356,178,depok,1500000000
2,60,84,depok,750000000
2,32,40,depok,220000000
2,36,50,depok,240000000
2,36,50,depok,240000000
2,32,40,depok,220000000
2,45,72,depok,650000000
3,66,85,depok,990000000
2,50,90,depok,591750000
4,56,150,depok,1250000000
2,40,88,depok,450000000
2,40,65,depok,395000000
2,45,65,depok,450000000
3,90,100,depok,1315000000
4,100,154,depok,1500000000
4,130,95,depok,1495000000
2,50,40,depok,592000000
3,57,53,depok,539000000
3,102,83,depok,400000000
3,110,62,depok,650000000
4,130,107,depok,2000000000
2,80,120,depok,1200000000
4,400,960,depok,6500000000
3,140,90,depok,990000000
2,45,68,depok,725000000
4,350,354,depok,4250000000
2,40,60,depok,589000000
5,425,1600,depok,8000000000
3,90,93,depok,1800000000
3,90,56,depok,985000000
2,89,85,depok,2099000000
3,125,186,depok,1100000000
3,109,112,depok,2322927000
4,300,500,depok,6500000000
2,36,74,depok,590000000
2,36,72,depok,590000000
3,140,144,depok,1700000000
3,51,61,depok,750000000
2,54,90,depok,890000000
4,200,250,depok,6000000000
3,140,102,depok,1950000000
5,180,120,depok,1950000000
2,32,40,depok,215000000
2,40,88,depok,699000000
2,50,75,depok,570000000
3,70,60,depok,645000000
2,45,70,depok,665000000
2,65,97,depok,540000000
4,200,155,depok,2500000000
3,61,72,depok,905000000
4,160,135,depok,2200000000
5,242,230,depok,2900000000
4,300,360,depok,3750000000
2,32,40,depok,220000000
2,48,72,depok,650000000
2,50,72,depok,650000000
3,130,64,depok,1200000000
2,72,72,depok,1500000000
3,110,118,depok,1520000000
2,72,72,depok,1500000000
2,40,101,depok,970000000
3,129,184,depok,1985000000
6,550,370,depok,5500000000
2,45,98,depok,750000000
4,180,208,depok,2650000000
2,42,89,depok,760000000
2,48,72,depok,530000000
2,50,84,depok,860250000
3,150,112,depok,1700000000
3,66,83,depok,1293200000
4,180,208,depok,2650000000
4,190,150,depok,2900000000
3,84,72,depok,1330000000
2,54,84,depok,550000000
2,90,108,depok,860000000
4,174,148,depok,1900000000
2,47,128,depok,1450000000
3,76,50,depok,890000000
3,94,81,depok,1050000000
3,185,135,depok,1700000000
3,154,84,depok,1595000000
2,42,60,depok,469000000
6,200,260,depok,4800000000
3,74,53,depok,800000000
3,62,52,depok,800000000
4,242,230,depok,2900000000
3,200,261,depok,2850000000
3,72,66,depok,690000000
2,32,40,depok,215000000
5,240,300,depok,4650000000
4,167,183,depok,6300000000
2,42,65,depok,434000000
3,120,100,depok,2500000000
2,90,120,depok,1250000000
2,50,70,depok,270000000
2,42,60,depok,300000000
2,50,70,depok,270000000
2,50,70,depok,270000000
2,50,70,depok,270000000
2,40,63,depok,350000000
2,50,70,depok,280000000
2,42,60,depok,300000000
2,42,60,depok,310000000
2,50,50,depok,230000000
1,42,60,depok,300000000
2,40,50,depok,250000000
2,42,60,depok,300000000
2,50,70,depok,270000000
2,50,70,depok,290000000
2,42,60,depok,300000000
2,40,60,depok,270000000
2,50,70,depok,270000000
2,40,82,depok,531000000
2,32,53,depok,455000000
4,114,84,depok,1772713700
3,98,70,depok,1435000000
2,36,50,depok,250000000
4,138,235,depok,3000000000
3,76,64,depok,1198600000
2,32,40,depok,225000000
2,32,40,depok,225000000
2,60,105,depok,1070000000
5,700,2900,depok,43500000000
3,100,70,depok,1150000000
2,36,78,depok,570000000
3,50,50,depok,485000000
3,90,53,depok,999850560
3,90,53,depok,989700000
3,88,184,depok,1500000000
2,84,45,depok,550000000
2,80,79,depok,995000000
2,30,72,depok,372000000
4,140,70,depok,2200000000
2,38,65,depok,650000000
3,80,69,depok,725000000
2,48,72,depok,510000000
2,45,61,depok,265000000
2,41,61,depok,400000000
5,550,1020,depok,7500000000
3,70,112,depok,1610000000
3,90,50,depok,925000000
3,69,80,depok,1057000000
2,36,66,depok,819000000
3,75,83,depok,900000000
3,75,83,depok,900000000
5,400,240,depok,4790000000
4,160,135,depok,2250000000
4,300,502,depok,5980000000
2,36,60,depok,235000000
2,58,70,depok,840000000
3,86,45,depok,880000000
3,54,65,depok,884999000
3,70,63,depok,895000000
3,100,72,depok,985000000
2,60,105,depok,1070000000
2,47,90,depok,1180000000
3,65,60,depok,700000000
3,60,67,depok,950000000
3,60,50,depok,629000000
2,36,78,depok,463800000
2,90,120,depok,1340000000
3,120,78,depok,860000000
3,63,60,depok,820000000
4,150,436,depok,2900000000
3,100,90,depok,1250000000
2,32,40,depok,220000000
10,1030,587,depok,9950000000
3,32,55,depok,360000000
3,100,56,depok,1145000000
3,75,75,depok,891000000
3,90,100,depok,1350000000
2,36,60,depok,380000000
3,100,73,depok,1600000000
2,59,80,depok,1640000000
3,79,120,depok,2134000000
5,350,298,depok,4000000000
2,32,40,depok,220000000
2,90,234,depok,1500000000
2,32,40,depok,215000000
3,170,120,depok,2900000000
2,72,72,depok,660000000
2,60,60,depok,400000000
2,45,62,depok,395000000
4,149,128,depok,2600000000
5,300,120,depok,2700000000
3,150,116,depok,1850000000
2,36,60,depok,380400000
3,72,63,depok,810000000
3,90,87,depok,1100000000
2,40,60,depok,325000000
3,75,107,depok,1010100000
4,250,127,depok,1500000000
2,40,62,depok,397000000
2,60,60,depok,775000000
3,101,120,depok,1400000000
4,130,95,depok,1550000000
3,130,95,depok,1595000000
2,50,70,depok,290000000
2,40,60,depok,270000000
2,36,50,depok,220000000
2,40,56,depok,542000000
5,190,210,depok,3160000000
2,45,55,depok,400000000
3,75,150,depok,1230000000
2,32,40,depok,220000000
3,120,120,depok,1480000000
3,100,120,depok,1240000000
3,74,60,depok,800000000
4,242,230,depok,2900000000
2,50,82,depok,585000500
2,50,40,depok,610000000
4,115,109,depok,1350000000
3,70,113,depok,535000000
4,155,120,depok,2300000000
2,45,63,depok,260000000
2,45,63,depok,270000000
2,42,60,depok,300000000
2,42,60,depok,300000000
2,42,60,depok,290000000
2,60,40,depok,250000000
2,50,70,depok,270000000
2,58,78,depok,370000000
2,70,84,depok,740000000
2,70,84,depok,740000000
6,660,690,depok,4000000000
3,102,87,depok,400000000
3,120,91,depok,675000000
3,45,60,depok,678600000
2,42,81,depok,577000000
3,90,50,depok,625000000
3,57,51,depok,530000000
3,53,58,depok,655000000
6,280,240,depok,3200000000
3,110,98,depok,1900000000
3,98,70,depok,1542000000
4,200,409,depok,3200000000
2,58,84,depok,850000000
6,300,502,depok,6500000000
3,70,105,depok,1300000000
3,105,120,depok,850000000
3,56,60,depok,765000000
2,40,60,depok,245000000
3,56,60,depok,765000000
4,288,144,depok,3000000000
3,75,60,depok,960000000
4,130,74,depok,1300000000
2,45,72,depok,560000000
4,143,180,depok,2200000000
2,50,70,depok,275000000
2,45,93,depok,730000000
3,110,85,depok,660000000
3,110,118,depok,1520000000
6,331,180,depok,1800000000
4,220,926,depok,13000000000
4,120,60,depok,1250000000
2,40,80,depok,630000000
2,58,77,depok,762575000
2,75,90,depok,575000000
2,49,72,depok,700000000
2,70,125,depok,790000000
3,62,103,depok,750000000
3,130,100,depok,1800000000
3,97,105,depok,1100000000
2,32,40,depok,220000000
2,32,40,depok,220000000
2,30,90,depok,778000000
1,27,60,depok,658000000
2,45,56,depok,715000000
2,45,51,depok,681000000
3,100,80,depok,980000000
2,34,72,depok,765000000
5,446,446,depok,1400000000
3,102,87,depok,400000000
1,45,60,depok,290000000
3,110,135,depok,700000000
3,71,60,depok,360000000
2,80,185,depok,1200000000
3,78,90,depok,1380000000
2,30,60,depok,390000000
2,40,65,depok,426500000
4,250,300,depok,5500000000
2,36,50,depok,240000000
3,98,98,depok,1370000000
3,55,105,depok,1400000000
3,70,50,depok,585000000
2,60,120,depok,1460000000
2,32,40,depok,225000000
3,65,60,depok,700000000
3,90,153,depok,2135000000
1,75,98,depok,950000000
5,250,150,depok,3450000000
11,300,587,depok,3400000000
2,32,40,depok,225000000
5,160,196,depok,2200000000
2,120,150,depok,1500000000
5,200,135,depok,2250000000
3,110,98,depok,2000000000
2,40,68,depok,428000000
3,70,75,depok,870000000
5,250,300,depok,5000000000
3,60,72,depok,800000000
3,52,57,depok,500000000
3,58,53,depok,520000000
3,67,65,depok,900000000
3,73,108,depok,1540000000
3,80,60,depok,800000000
2,67,60,depok,499000000
3,89,105,depok,1660000000
2,67,94,depok,819000000
3,70,60,depok,810000000
2,36,90,depok,550000000
2,60,86,depok,590000000
3,75,83,depok,900000000
4,140,105,depok,1180000000
3,100,117,depok,970000000
3,80,83,depok,700000000
2,45,75,depok,590000000
2,36,72,depok,590000000
2,36,50,depok,240000000
2,32,40,depok,220000000
2,75,90,depok,1000000000
3,110,85,depok,1300000000
2,36,52,depok,485000000
5,85,81,depok,970000000
3,70,227,depok,1400000000
2,40,60,depok,270000000
2,40,56,depok,235000000
2,50,70,depok,285000000
2,45,60,depok,350000000
2,45,80,depok,350000000
2,40,60,depok,265000000
2,45,65,depok,350000000
2,42,60,depok,300000000
2,50,70,depok,280000000
2,40,60,depok,250000000
6,500,635,depok,6500000000
5,250,255,depok,3850000000
3,61,77,depok,899000000
2,80,80,depok,259000000
2,40,60,depok,490000000
2,38,84,depok,667500000
2,40,60,depok,660000000
2,72,45,depok,290000000
2,57,77,depok,694000000
4,257,90,depok,4800000000
5,185,185,depok,2200000000
2,87,90,depok,990000000
2,36,72,depok,700000000
4,200,250,depok,4950000000
3,45,41,depok,736728525
3,80,40,depok,945000000
2,40,72,depok,400000000
3,70,75,depok,865000000
3,73,72,depok,1222000000
2,45,80,depok,660000000
3,78,72,depok,1080000000
9,200,259,depok,4500000000
2,57,105,depok,775000000
2,54,90,depok,890000000
5,102,202,depok,2995000000
2,76,108,depok,799000000
3,95,84,depok,1640000000
5,120,89,depok,1290000000
4,100,148,depok,1060000000
5,242,230,depok,2900000000
2,40,66,depok,460000000
2,50,84,depok,600000000
2,90,40,depok,1070000000
2,65,110,depok,450000000
10,210,82,depok,2342205000
2,30,40,depok,240000000
3,150,192,depok,1699000000
2,35,35,depok,135000000
2,30,30,depok,100000000
3,100,120,depok,950000000
4,120,102,depok,570000000
3,90,87,depok,1050000000
2,36,72,depok,275000000
3,80,120,depok,1350000000
2,24,38,depok,350000000
2,36,50,depok,255000000
3,65,90,depok,900000000
1,22,60,depok,185000000
2,40,83,depok,620000000
2,42,72,depok,625000000
3,82,72,depok,1639000000
2,46,60,depok,682000000
3,80,228,depok,1700000000
2,56,94,depok,900000000
2,36,90,depok,795000000
3,106,99,depok,1100000000
4,149,128,depok,2000000000
4,130,87,depok,1985000000
3,60,55,depok,749000000
6,500,600,depok,12000000000
2,87,62,depok,1400000000
4,150,123,depok,3750000000
3,100,60,depok,1000000000
3,75,84,depok,1200000000
3,140,100,depok,975000000
5,130,130,depok,2140000000
4,150,144,depok,1850000000
6,250,300,depok,3000000000
1,15,96,depok,385000000
3,84,63,depok,850000000
3,68,60,depok,900000000
2,52,66,depok,946800000
2,40,60,depok,540000000
2,40,60,depok,355000000
2,40,62,depok,280000000
2,36,36,depok,150000000
3,94,108,depok,1700000000
2,36,72,depok,640000000
4,312,332,depok,3000000000
2,27,30,depok,150000000
2,50,77,depok,498000000
2,35,35,depok,135000000
4,200,135,depok,280000000
2,85,109,depok,900000000
3,110,114,depok,2400000000
3,72,60,depok,790000000
3,72,60,depok,790000000
3,72,60,depok,790000000
2,37,59,depok,560000000
3,66,55,depok,680000000
2,41,72,depok,610000000
2,60,84,depok,850000000
8,300,658,depok,2700000000
3,140,108,depok,1750000000
2,50,40,depok,610000000
2,45,70,depok,680000000
3,110,80,depok,1100000000
2,90,108,depok,859000000
2,35,60,depok,370000000
6,200,227,depok,2800000000
4,400,960,depok,6500000000
3,88,71,depok,1700000000
3,60,50,depok,776000000
3,73,61,depok,1052000000
3,60,50,depok,790000000
5,325,440,depok,3200000000
2,40,60,depok,900000000
2,64,105,depok,960000000
2,69,99,depok,900000000
3,90,105,depok,1100000000
3,90,96,depok,1363000000
2,49,46,depok,500000000
3,83,84,depok,850000000
7,600,795,depok,11000000000
4,200,300,depok,3500000000
2,40,60,depok,350000000
3,110,98,depok,1780000000
3,77,60,depok,1490000000
3,110,60,depok,1400000000
2,46,40,depok,500000000
3,72,60,depok,1049000000
3,230,200,depok,1700000000
2,46,64,depok,580000000
2,50,84,depok,950000000
4,360,250,depok,5000000000
3,110,70,depok,1000000000
2,42,70,depok,500000000
3,125,68,depok,1090000000
5,140,90,depok,2000000000
3,100,100,depok,1750000000
4,200,166,depok,1675000000
23,67,68,depok,800000000
2,36,50,depok,255000000
2,50,50,depok,165000000
2,36,40,depok,199000000
2,36,78,depok,677000000
2,40,84,depok,650000000
1,50,105,depok,220000000
3,60,50,depok,790000000
3,62,84,depok,999000000
2,45,88,depok,725000000
2,40,68,depok,543000000
4,100,120,depok,2360000000
2,40,75,depok,280000000
2,36,60,depok,300000000
3,180,128,depok,2300000000
2,36,50,depok,300000000
2,40,36,depok,199000000
2,40,40,depok,175000000
2,42,56,depok,700000000
4,114,91,depok,1500000000
4,110,131,depok,1650000000
2,100,136,depok,975000000
3,66,55,depok,680000000
3,72,75,depok,999000000
3,60,40,depok,790000000
3,209,209,depok,2150000000
2,60,95,depok,775750000
3,90,109,depok,1420000000
4,638,593,depok,11500000000
2,42,60,depok,600000000
3,155,87,depok,1890000000
4,150,165,depok,3500000000
8,700,596,depok,10000000000
2,36,62,depok,650000000
3,100,60,depok,1000000000
3,65,77,depok,880000000
2,36,60,depok,407000000
2,38,60,depok,657000000
2,40,60,depok,800000000
4,269,179,depok,3500000000
9,230,536,depok,3500000000
3,180,112,depok,1350000000
3,165,540,depok,2600000000
3,120,240,depok,3500000000
5,150,112,depok,1450000000
2,46,60,depok,450000000
3,82,72,depok,1700000000
2,36,60,depok,550000000
3,90,91,depok,1288000000
2,45,72,depok,498000000
2,45,62,depok,560000000
2,42,40,depok,497620000
3,136,112,depok,1980000000
3,62,84,depok,900000000
2,80,120,depok,1200000000
3,72,62,depok,813760000
4,105,144,depok,1400000000
2,50,84,depok,750000000
3,50,40,depok,599000000
2,36,50,depok,300000000
2,36,68,depok,423000000
2,40,58,depok,260000000
2,33,54,depok,280000000
2,36,76,depok,400000000
9,270,258,depok,2100000000
1,27,60,depok,600000000
2,36,65,depok,400000000
2,30,30,depok,135000000
2,40,66,depok,570000000
6,252,395,depok,6000000000
5,640,913,depok,12000000000
4,170,155,depok,2300000000
4,300,350,depok,3000000000
2,64,50,depok,920880000
4,250,233,depok,2500000000
7,700,623,depok,6500000000
3,101,105,depok,2247000000
4,180,120,depok,1300000000
3,180,108,depok,1850000000
3,90,60,depok,660000000
3,90,109,depok,1560000000
6,578,875,depok,12500000000
3,66,85,depok,990000000
4,105,85,depok,1325000000
8,200,259,depok,4500000000
3,60,50,depok,776000000
6,507,1596,depok,8500000000
6,185,416,depok,2700000000
4,175,225,depok,2900000000
6,520,584,depok,5500000000
3,60,84,depok,885000000
2,90,90,depok,850000000
2,40,60,depok,800000000
3,63,60,depok,1000000000
2,56,64,depok,1200000000
2,89,85,depok,2000000000
4,130,86,depok,2131000000
2,140,105,depok,800000000
2,32,55,depok,350000000
3,450,320,depok,8500000000
3,88,71,depok,1700000000
6,400,650,depok,8500000000
2,42,44,depok,588000000
2,65,82,depok,750000000
3,88,84,depok,1478000000
3,75,73,depok,1374200000
2,45,77,depok,415000000
2,50,70,depok,625000000
2,45,70,depok,390000000
3,70,60,depok,810000000
2,60,75,depok,1500000000
2,84,40,depok,647000000
2,45,72,depok,610000000
2,46,40,depok,456000000
3,210,106,depok,1599000000
3,78,70,depok,901000000
2,45,65,depok,300000000
3,60,72,depok,1100000000
2,50,50,depok,180000000
3,190,465,depok,6145700000
3,80,79,depok,995000000
3,140,90,depok,1600000000
3,70,102,depok,1228200000
3,80,105,depok,1290000000
3,600,400,depok,4070000000
2,64,50,depok,1003312000
4,350,795,depok,5300000000
2,45,77,depok,725000000
2,75,60,depok,600000000
3,70,60,depok,810000000
4,160,77,depok,1750000000
2,30,60,depok,594000000
3,91,96,depok,1610000000
2,49,46,depok,400000000
3,59,60,depok,765000000
2,45,67,depok,650000000
2,160,300,depok,4900000000
6,940,800,depok,17500000000
3,50,60,depok,629000000
3,80,115,depok,1400000000
3,140,96,depok,1625000000
3,140,150,depok,900000000
2,70,58,depok,420000000
2,40,77,depok,535000000
3,120,72,depok,1000000000
2,38,60,depok,650000000
4,60,70,depok,600000000
4,235,200,depok,3800000000
5,120,72,depok,1100000000
2,42,37,depok,350000000
2,70,65,depok,715000000
4,155,90,depok,1935000000
2,45,72,depok,550000000
7,400,600,depok,2100000000
2,47,72,depok,900000000
3,81,83,depok,880000000
3,180,180,depok,2500000000
4,280,200,depok,2500000000
3,60,90,depok,905000000
3,96,50,depok,990000000
11,1000,658,depok,3500000000
4,110,84,depok,1500000000
3,58,80,depok,1500000000
3,50,40,depok,599000000
3,75,73,depok,900000000
2,75,90,depok,700000000
3,75,84,depok,1247500000
3,75,65,depok,1526000000
2,38,66,depok,495000000
2,52,72,depok,630000000
4,200,250,depok,4900000000
3,71,74,depok,1300000000
10,240,82,depok,2320000000
3,70,106,depok,1300000000
4,300,700,depok,4500000000
2,38,65,depok,495000000
2,55,72,depok,525000000
5,180,90,depok,1150000000
3,56,60,depok,765000000
2,36,72,depok,492000000
3,71,70,depok,890000000
4,94,72,depok,1400000000
3,65,84,depok,1379000000
5,2500,1125,depok,11000000000
3,72,60,depok,850000000
3,60,52,depok,675000000
2,70,110,depok,1140000000
2,41,75,depok,610000000
2,41,72,depok,610000000
4,265,300,depok,2500000000
2,90,119,depok,1450000000
2,54,90,depok,890000000
2,36,42,depok,350000000
2,47,110,depok,1070000000
3,76,80,depok,890000000
4,101,77,depok,1100000000
2,46,60,depok,682000000
3,115,76,depok,979000000
2,90,100,depok,1500000000
3,122,72,depok,1310000000
4,120,98,depok,1600000000
2,36,66,depok,550000000
3,132,77,depok,1310000000
4,130,105,depok,1300000000
7,270,450,depok,5950000000
3,72,57,depok,1150000000
2,40,60,depok,375000000
3,84,84,depok,1323000000
3,1000,2057,depok,13990000000
2,36,59,depok,555000000
2,45,70,depok,1400000000
2,48,96,depok,636000000
3,51,61,depok,904650000
3,50,50,depok,484000000
3,66,70,depok,912193132
3,85,66,depok,1195000000
3,108,62,depok,1100000000
3,130,71,depok,1595000000
3,115,84,depok,1295000000
7,270,450,depok,5750000000
2,36,60,depok,550000000
2,36,86,depok,483200000
3,80,97,depok,699000000
3,60,63,depok,790000000
2,85,78,depok,1200000000
2,68,84,depok,670000000
3,90,152,depok,1440000000
3,61,45,depok,871350000
2,64,105,depok,930000000
2,80,112,depok,1240000000
2,36,50,depok,295000000
2,45,120,depok,1100000000
3,50,40,depok,599000000
3,78,65,depok,900000000
3,130,71,depok,1600000000
3,130,72,depok,1596000000
4,170,119,depok,1750000000
4,110,86,depok,1450000000
3,400,250,depok,3000000000
3,60,98,depok,700000000
2,40,70,depok,300000000
3,25,50,depok,850000000
3,270,288,depok,3100000000
6,430,1234,depok,17500000000
2,36,54,depok,345000000
2,40,60,depok,345000000
3,50,75,depok,580000000
4,150,116,depok,1495000000
4,404,700,depok,5500000000
2,85,110,depok,990000000
3,70,78,depok,800000000
3,108,64,depok,990000000
3,90,100,depok,1200000000
3,90,60,depok,1450000000
2,45,60,depok,400000000
4,234,330,depok,3500000000
2,36,171,depok,1500000000
2,36,172,depok,1500000000
3,61,50,depok,899100000
3,80,40,depok,945000000
2,45,84,depok,799000000
3,180,265,depok,2102020200
5,316,323,depok,3250000000
3,130,87,depok,2066000000
3,108,62,depok,995000000
3,130,72,depok,1585000000
2,65,60,depok,850000000
2,65,80,depok,750000000
3,120,84,depok,1295000000
3,85,66,depok,1250000000
3,56,62,depok,806000000
2,36,60,depok,390000000
3,105,95,depok,1350000000
2,36,54,depok,345000000
2,36,63,depok,529000000
3,100,112,depok,1050000000
5,340,154,depok,2700000000
2,36,60,depok,350000000
2,60,97,depok,970000000
4,90,60,depok,810000000
3,75,53,depok,6150000000
3,200,135,depok,1610000000
2,70,98,depok,890000000
3,138,120,depok,2250000000
5,400,240,depok,3500000000
2,65,150,depok,998000000
2,42,84,depok,595000000
2,60,72,depok,1100000000
2,50,63,depok,525000000
7,185,416,depok,2200000000
3,90,107,depok,1310400000
2,40,77,depok,634642000
2,84,55,depok,960000000
2,38,84,depok,650000000
2,48,45,depok,643800000
3,72,60,depok,820000000
3,65,50,depok,900000000
2,65,45,depok,750000000
3,72,46,depok,350000000
3,62,51,depok,856000000
6,250,547,depok,2650000000
3,82,129,depok,1800000000
2,27,30,depok,150000000
3,136,112,depok,2130000000
3,70,157,depok,1500000000
3,100,150,depok,1900000000
2,70,120,depok,999000000
3,150,105,depok,1580000000
2,40,91,depok,700000000
4,150,90,depok,1820000000
2,56,52,depok,630000000
2,56,52,depok,630000000
3,300,618,depok,4500000000
2,90,120,depok,950000000
3,75,90,depok,1300000000
3,60,60,depok,827900000
2,45,93,depok,730000000
3,91,74,depok,910000000
3,120,110,depok,1099000000
3,72,66,depok,815260000
2,47,72,depok,572000000
4,90,75,depok,1070000000
2,54,90,depok,750000000
4,240,130,depok,1700000000
2,40,62,depok,421190000
3,90,100,depok,1250000000
3,74,54,depok,896000000
2,60,90,depok,1055000000
4,120,128,depok,1300000000
3,75,150,depok,1380000000
3,80,50,depok,910000000
4,105,85,depok,1400000000
4,238,200,depok,2600000000
5,380,325,depok,5500000000
3,140,160,depok,1700000000
8,750,540,depok,10000000000
3,120,200,depok,2700000000
3,110,140,depok,800000000
1,38,42,depok,450000000
3,322,300,depok,5500000000
3,104,164,depok,1500000000
3,120,98,depok,1050000000
2,33,77,depok,408000000
3,65,227,depok,1400000000
3,120,80,depok,1475000000
2,49,42,depok,448000000
2,45,90,depok,899000000
3,62,101,depok,1100000000
2,45,62,depok,375000000
2,90,96,depok,875000000
2,36,60,depok,674183000
2,63,98,depok,1300000000
3,85,115,depok,947000000
2,40,58,depok,530000000
4,450,321,depok,6000000000
5,300,639,depok,2700000000
4,101,77,depok,1100000000
2,80,106,depok,975000000
3,80,120,depok,1200000000
2,38,48,depok,285000000
2,40,60,depok,565000000
2,24,38,depok,350000000
2,40,60,depok,540000000
2,30,90,depok,830000000
3,90,72,depok,1220000000
5,180,423,depok,3500000000
3,82,72,depok,1639000000
2,40,60,depok,500000000
3,68,76,depok,753895000
2,52,56,depok,630000000
2,47,40,depok,678000000
2,42,89,depok,760000000
4,150,240,depok,3750000000
3,60,72,depok,708300000
3,68,56,depok,876400000
3,110,98,depok,1980000000
2,60,183,depok,1070000000
3,123,93,depok,1200000000
2,38,90,depok,1180000000
5,226,180,depok,3600000000
3,100,84,depok,1150000000
3,90,50,depok,625000000
3,70,65,depok,800000000
2,40,64,depok,540000000
3,85,107,depok,1160000000
2,45,60,depok,275000000
2,34,101,depok,680000000
2,80,90,depok,620000000
2,45,93,depok,730000000
4,300,72,depok,1200000000
4,270,540,depok,5500000000
3,153,167,depok,2599000000
2,44,96,depok,830000000
2,56,52,depok,630000000
2,56,52,depok,630000000
3,85,107,depok,1195000000
2,72,167,depok,739000000
2,56,52,depok,630000000
3,45,123,depok,1290000000
2,50,72,depok,550000000
3,150,128,depok,2790000000
3,174,87,depok,1300000000
3,131,140,depok,851500000
3,60,50,depok,600000000
3,88,84,depok,1400000000
3,120,105,depok,1290000000
3,56,78,depok,1100000000
3,150,90,depok,880000000
2,50,72,depok,480000000
2,40,60,depok,375000000
2,45,72,depok,570000000
2,69,85,depok,800000000
3,50,38,depok,600000000
2,72,75,depok,950000000
4,120,82,depok,1625000000
4,105,89,depok,750000000
3,64,84,depok,1170000000
2,40,60,depok,350000000
5,220,120,depok,2600000000
3,128,98,depok,900000000
3,112,112,depok,1890000000
3,88,71,depok,1700000000
2,90,150,depok,650000000
3,80,52,depok,860000000
2,60,60,depok,200000000
2,150,150,depok,1800000000
2,40,100,depok,250000000
2,45,72,depok,400000000
3,81,50,depok,890000000
2,40,53,depok,499000000
2,45,77,depok,415000000
3,189,108,depok,1650000000
5,150,135,depok,1500000000
2,55,91,depok,930000000
3,72,66,depok,815000000
3,60,60,depok,775000000
2,46,40,depok,510000000
2,36,50,depok,700000000
3,70,54,depok,603000000
2,50,73,depok,640000000
3,61,68,depok,890000000
3,120,170,depok,1200000000
3,80,79,depok,995000000
2,50,72,depok,604000000
3,160,110,depok,1600000000
2,90,87,depok,1250000000
3,72,65,depok,875000000
2,36,50,depok,700000000
3,65,60,depok,772000000
2,46,40,depok,476000000
3,38,60,depok,575000000
4,300,200,depok,3800000000
3,120,140,depok,1700000000
2,100,162,depok,1750000000
3,85,84,depok,1070000000
2,45,60,depok,295000000
2,70,150,depok,300000000
3,80,72,depok,875000000
3,115,84,depok,1250000000
3,90,50,depok,625000000
2,76,108,depok,799000000
4,150,150,depok,2163000000
2,40,60,depok,585000000
3,75,103,depok,990000000
2,33,50,depok,358000000
3,115,84,depok,1295000000
3,80,60,depok,1175000000
3,70,65,depok,895000000
3,90,104,depok,1100000000
4,101,77,depok,800000000
3,128,230,depok,1800000000
3,91,74,depok,850000000
2,45,84,depok,760000000
